id,domain,pattern,tokens_hindi,tokens_english,switch_points,pair_type,text_a,text_b,label_semantic_equivalent,label_natural,label_code_switch_valid,len_a,len_b,len_diff,token_overlap_count,token_jaccard,same_token_set,position_displacement_mean,position_displacement_max,kendall_tau_distance,edit_distance_tokens,english_ratio,hindi_ratio,num_switch_points,is_base_tf,is_base_es,is_tf_es,switch_point_bucket,bleu,bertscore_p,bertscore_r,bertscore_f1,comet_score
6,travel,EN-HN-EN-EN-EN-HN,3,3,"[0, 2, 3]",base_tf,highway pe speed limit follow karo,speed limit follow karo highway pe,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.5,0.5,3,True,False,False,3plus_switch,0.6042750794713536,0.9506234,0.95062333,0.95062333,0.9568012356758118
6,travel,EN-HN-EN-EN-EN-HN,3,3,"[0, 2, 3]",base_es,highway pe speed limit follow karo,follow karo highway pe speed limit,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.5,0.5,3,False,True,False,3plus_switch,0.6042750794713536,0.9670428,0.9670428,0.9670428,0.9222432971000672
6,travel,EN-HN-EN-EN-EN-HN,3,3,"[0, 2, 3]",tf_es,speed limit follow karo highway pe,follow karo highway pe speed limit,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.5,0.5,3,False,False,True,3plus_switch,0.6042750794713536,0.96406645,0.9640664,0.96406645,0.9140689969062804
7,travel,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",base_tf,luggage ka weight check ho gaya kya,weight check ho gaya kya luggage ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.3333333333333333,0.6666666666666666,2,True,False,False,2_switch,0.7071067811865476,0.9670162,0.9670162,0.9670162,0.9316487908363342
7,travel,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",base_es,luggage ka weight check ho gaya kya,check ho gaya kya luggage ka weight,1.0,1.0,1.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.3333333333333333,0.6666666666666666,2,False,True,False,2_switch,0.5946035575013605,0.9729976,0.97299755,0.9729976,0.9297420382499696
7,travel,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",tf_es,weight check ho gaya kya luggage ka,check ho gaya kya luggage ka weight,1.0,1.0,1.0,7,7,0,7,1.0,True,1.7142857142857142,6.0,0.2857142857142857,2,0.3333333333333333,0.6666666666666666,2,False,False,True,2_switch,0.8408964152537146,0.97013175,0.97013175,0.97013175,0.9230767488479614
8,travel,EN-EN-EN-EN-HN-HN,3,3,"[0, 1, 2]",base_tf,train platform number change ho gaya,platform number change ho gaya train ka,1.0,1.0,1.0,6,7,1,6,0.8571428571428571,False,1.6666666666666667,5.0,0.3333333333333333,3,0.5,0.5,3,True,False,False,3plus_switch,0.6731821382417487,0.95392203,0.9298953,0.9417554,0.9244447350502014
8,travel,EN-EN-EN-EN-HN-HN,3,3,"[0, 1, 2]",base_es,train platform number change ho gaya,change ho gaya train ka platform number,1.0,1.0,1.0,6,7,1,6,0.8571428571428571,False,3.333333333333333,4.0,0.6,7,0.5,0.5,3,False,True,False,3plus_switch,0.2604234059443946,0.92525613,0.89593685,0.9103605,0.9266594052314758
8,travel,EN-EN-EN-EN-HN-HN,3,3,"[0, 1, 2]",tf_es,platform number change ho gaya train ka,change ho gaya train ka platform number,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.5,0.5,3,False,False,True,3plus_switch,0.7071067811865476,0.9556128,0.9556128,0.9556128,0.9110931158065796
9,travel,EN-EN-HN-EN-HN-HN-HN,4,2,"[0, 1]",base_tf,flight delay ka reason bata sakte ho,reason bata sakte ho flight delay ka,1.0,1.0,1.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.3333333333333333,0.6666666666666666,2,True,False,False,2_switch,0.5946035575013605,0.9613423,0.9613423,0.9613423,0.9409562945365906
9,travel,EN-EN-HN-EN-HN-HN-HN,4,2,"[0, 1]",base_es,flight delay ka reason bata sakte ho,bata sakte ho flight delay ka reason,1.0,1.0,1.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.3333333333333333,0.6666666666666666,2,False,True,False,2_switch,0.5946035575013605,0.9618672,0.9618672,0.9618672,0.9403415322303772
9,travel,EN-EN-HN-EN-HN-HN-HN,4,2,"[0, 1]",tf_es,reason bata sakte ho flight delay ka,bata sakte ho flight delay ka reason,1.0,1.0,1.0,7,7,0,7,1.0,True,1.7142857142857142,6.0,0.2857142857142857,2,0.3333333333333333,0.6666666666666666,2,False,False,True,2_switch,0.8408964152537146,0.9758482,0.9758482,0.9758482,0.9441039562225342
10,travel,EN-HN-EN-EN-HN-HN-HN,4,3,"[0, 2, 3]",base_tf,ticket ka refund online mil jayega kya,refund online mil jayega kya ticket ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.4285714285714285,0.5714285714285714,3,True,False,False,3plus_switch,0.7071067811865476,0.9773584,0.97735834,0.9773584,0.9285517334938048
10,travel,EN-HN-EN-EN-HN-HN-HN,4,3,"[0, 2, 3]",base_es,ticket ka refund online mil jayega kya,mil jayega online refund ticket ka kya,1.0,0.0,0.0,7,7,0,7,1.0,True,2.571428571428572,4.0,0.6190476190476191,6,0.4285714285714285,0.5714285714285714,3,False,True,False,3plus_switch,0.133280336353857,0.97532606,0.97532606,0.97532606,0.9141302704811096
10,travel,EN-HN-EN-EN-HN-HN-HN,4,3,"[0, 2, 3]",tf_es,refund online mil jayega kya ticket ka,mil jayega online refund ticket ka kya,1.0,0.0,0.0,7,7,0,7,1.0,True,1.7142857142857142,3.0,0.3333333333333333,5,0.4285714285714285,0.5714285714285714,3,False,False,True,3plus_switch,0.133280336353857,0.9736118,0.9736118,0.9736118,0.8969431519508362
11,food,EN-HN-EN-EN-HN-HN,3,3,"[0, 2, 3]",base_tf,pizza ka order cancel karna padega,order cancel karna padega pizza ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.5,0.5,3,True,False,False,3plus_switch,0.6042750794713536,0.9579489,0.9579489,0.9579489,0.9541018009185792
11,food,EN-HN-EN-EN-HN-HN,3,3,"[0, 2, 3]",base_es,pizza ka order cancel karna padega,cancel karna padega pizza ka order,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.5,0.5,3,False,True,False,3plus_switch,0.3931466788228678,0.9557134,0.9557134,0.9557134,0.9667369723320008
11,food,EN-HN-EN-EN-HN-HN,3,3,"[0, 2, 3]",tf_es,order cancel karna padega pizza ka,cancel karna padega pizza ka order,1.0,1.0,1.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.5,0.5,3,False,False,True,3plus_switch,0.7952707287670506,0.95774347,0.9577435,0.95774347,0.9440215826034546
12,food,HN-HN-EN-EN-EN-HN-HN,3,3,"[2, 3, 4]",base_tf,chai me extra sugar add kar do,extra sugar add kar do chai me,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.5,0.5,3,True,False,False,3plus_switch,0.7071067811865476,0.9645183,0.9645183,0.9645183,0.9298651218414308
12,food,HN-HN-EN-EN-EN-HN-HN,3,3,"[2, 3, 4]",base_es,chai me extra sugar add kar do,add kar do chai me extra sugar,1.0,1.0,1.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.5,0.5,3,False,True,False,3plus_switch,0.5946035575013605,0.95845914,0.95845914,0.9584591,0.8937814831733704
12,food,HN-HN-EN-EN-EN-HN-HN,3,3,"[2, 3, 4]",tf_es,extra sugar add kar do chai me,add kar do chai me extra sugar,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.5,0.5,3,False,False,True,3plus_switch,0.7071067811865476,0.96626997,0.96626997,0.96626997,0.9357318878173828
13,food,EN-HN-EN-HN-HN,2,2,"[0, 2]",base_tf,pasta thoda spicy bana dena,thoda spicy bana dena pasta,1.0,1.0,1.0,5,5,0,5,1.0,True,1.6,4.0,0.4,2,0.5,0.5,2,True,False,False,2_switch,0.7071067811865476,0.97066844,0.97066844,0.97066844,0.9303916692733764
13,food,EN-HN-EN-HN-HN,2,2,"[0, 2]",base_es,pasta thoda spicy bana dena,spicy bana dena pasta thoda,1.0,0.0,0.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,False,True,False,2_switch,0.3766136530980537,0.96371114,0.96371114,0.96371114,0.9117355942726136
13,food,EN-HN-EN-HN-HN,2,2,"[0, 2]",tf_es,thoda spicy bana dena pasta,spicy bana dena pasta thoda,1.0,0.0,0.0,5,5,0,5,1.0,True,1.6,4.0,0.4,2,0.5,0.5,2,False,False,True,2_switch,0.7071067811865476,0.9682628,0.9682628,0.9682628,0.9432575106620787
14,food,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",base_tf,juice ka bill pay kar diya kya,bill pay kar diya kya juice ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.3333333333333333,0.6666666666666666,2,True,False,False,2_switch,0.7071067811865476,0.966351,0.96635103,0.966351,0.9160980582237244
14,food,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",base_es,juice ka bill pay kar diya kya,pay kar diya juice ka bill kya,1.0,1.0,1.0,7,7,0,7,1.0,True,2.571428571428572,3.0,0.4285714285714285,6,0.3333333333333333,0.6666666666666666,2,False,True,False,2_switch,0.3374876469802197,0.968817,0.96881706,0.96881706,0.9358026385307312
14,food,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",tf_es,bill pay kar diya kya juice ka,pay kar diya juice ka bill kya,1.0,1.0,1.0,7,7,0,7,1.0,True,2.0,5.0,0.3333333333333333,4,0.3333333333333333,0.6666666666666666,2,False,False,True,2_switch,0.2640983561269795,0.9572451,0.9572451,0.9572451,0.8897117972373962
15,food,HN-HN-HN-EN-HN-HN-HN,5,1,[3],base_tf,biryani me raita include hota hai kya,raita include hota hai kya biryani me,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.1666666666666666,0.8333333333333334,1,True,False,False,1_switch,0.7071067811865476,0.96682537,0.9668253,0.9668253,0.9463102221488952
15,food,HN-HN-HN-EN-HN-HN-HN,5,1,[3],base_es,biryani me raita include hota hai kya,include hota hai biryani me raita kya,1.0,0.0,0.0,7,7,0,7,1.0,True,2.571428571428572,3.0,0.4285714285714285,6,0.1666666666666666,0.8333333333333334,1,False,True,False,1_switch,0.3374876469802197,0.96511304,0.96511304,0.96511304,0.9212902188301086
15,food,HN-HN-HN-EN-HN-HN-HN,5,1,[3],tf_es,raita include hota hai kya biryani me,include hota hai biryani me raita kya,1.0,0.0,0.0,7,7,0,7,1.0,True,2.0,5.0,0.3333333333333333,4,0.1666666666666666,0.8333333333333334,1,False,False,True,1_switch,0.2640983561269795,0.96290946,0.96290946,0.96290946,0.909232497215271
16,food,EN-EN-HN-HN-EN-HN,3,2,"[0, 1]",base_tf,cold coffee thodi kam sweet chahiye,kam sweet chahiye cold coffee thodi,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,True,False,False,2_switch,0.3931466788228678,0.96420324,0.9642033,0.9642033,0.884501576423645
16,food,EN-EN-HN-HN-EN-HN,3,2,"[0, 1]",base_es,cold coffee thodi kam sweet chahiye,chahiye cold coffee thodi kam sweet,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,True,False,2_switch,0.7952707287670506,0.97164285,0.9716428,0.9716428,0.8897673487663269
16,food,EN-EN-HN-HN-EN-HN,3,2,"[0, 1]",tf_es,kam sweet chahiye cold coffee thodi,chahiye cold coffee thodi kam sweet,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,False,True,2_switch,0.6042750794713536,0.96355754,0.96355754,0.96355754,0.8800237774848938
17,food,EN-HN-HN-EN-EN-HN,3,2,"[0, 3]",base_tf,burger ke andar cheese extra daalna,cheese extra daalna burger ke andar,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,True,False,False,2_switch,0.3931466788228678,0.94268966,0.9426898,0.9426897,0.8854788541793823
17,food,EN-HN-HN-EN-EN-HN,3,2,"[0, 3]",base_es,burger ke andar cheese extra daalna,daalna cheese extra burger ke andar,1.0,0.0,0.0,6,6,0,6,1.0,True,3.0,5.0,0.7333333333333333,6,0.4,0.6,2,False,True,False,2_switch,0.3076539023663478,0.93796664,0.93603075,0.93699765,0.8875777125358582
17,food,EN-HN-HN-EN-EN-HN,3,2,"[0, 3]",tf_es,cheese extra daalna burger ke andar,daalna cheese extra burger ke andar,1.0,0.0,0.0,6,6,0,6,1.0,True,0.6666666666666666,2.0,0.1333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.3076539023663478,0.9655775,0.9655775,0.9655774,0.8310518860816956
18,food,HN-HN-EN-EN-HN-HN,3,2,"[2, 3]",base_tf,pani ka bottle cold hai kya,bottle cold hai kya pani ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.9669765,0.9669765,0.9669765,0.9304396510124208
18,food,HN-HN-EN-EN-HN-HN,3,2,"[2, 3]",base_es,pani ka bottle cold hai kya,cold hai pani ka bottle kya,1.0,1.0,1.0,6,6,0,6,1.0,True,2.0,3.0,0.4,4,0.4,0.6,2,False,True,False,2_switch,0.3076539023663478,0.9766204,0.9766204,0.9766204,0.9128243327140808
18,food,HN-HN-EN-EN-HN-HN,3,2,"[2, 3]",tf_es,bottle cold hai kya pani ka,cold hai pani ka bottle kya,1.0,1.0,1.0,6,6,0,6,1.0,True,2.0,4.0,0.4,4,0.4,0.6,2,False,False,True,2_switch,0.1520904838654684,0.964996,0.9649959,0.9649959,0.8714130520820618
19,food,HN-HN-HN-HN-HN-HN,5,0,[],base_tf,dosa ka chutney thoda aur milega,chutney thoda aur milega dosa ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.0,1.0,0,True,False,False,1_switch,0.6042750794713536,0.9711265,0.97112644,0.9711265,0.8583954572677612
19,food,HN-HN-HN-HN-HN-HN,5,0,[],base_es,dosa ka chutney thoda aur milega,milega dosa ka chutney thoda aur,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.0,1.0,0,False,True,False,1_switch,0.7952707287670506,0.9738169,0.9738169,0.9738169,0.8719913363456726
19,food,HN-HN-HN-HN-HN-HN,5,0,[],tf_es,chutney thoda aur milega dosa ka,milega dosa ka chutney thoda aur,1.0,0.0,0.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.0,1.0,0,False,False,True,1_switch,0.3931466788228678,0.9649738,0.9649738,0.9649738,0.8626160025596619
20,food,EN-HN-EN-EN-HN-HN,3,2,"[0, 2]",base_tf,coffee ka order ready ho gaya,order ready ho gaya coffee ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.95901656,0.95901656,0.95901656,0.96951824426651
20,food,EN-HN-EN-EN-HN-HN,3,2,"[0, 2]",base_es,coffee ka order ready ho gaya,ready ho gaya coffee ka order,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,False,True,False,2_switch,0.3931466788228678,0.96614504,0.96614504,0.96614504,0.9673358201980592
20,food,EN-HN-EN-EN-HN-HN,3,2,"[0, 2]",tf_es,order ready ho gaya coffee ka,ready ho gaya coffee ka order,1.0,1.0,1.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.7952707287670506,0.971112,0.971112,0.971112,0.9560961127281188
21,shopping,EN-HN-EN-EN-EN-HN,3,3,"[0, 2, 3]",base_tf,shirt ka size medium available hai,size medium available hai shirt ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.5,0.5,3,True,False,False,3plus_switch,0.6042750794713536,0.9607141,0.9607141,0.9607141,0.9368776679039
21,shopping,EN-HN-EN-EN-EN-HN,3,3,"[0, 2, 3]",base_es,shirt ka size medium available hai,available hai shirt ka size medium,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.5,0.5,3,False,True,False,3plus_switch,0.6042750794713536,0.9649973,0.9649973,0.9649973,0.9386309385299684
21,shopping,EN-HN-EN-EN-EN-HN,3,3,"[0, 2, 3]",tf_es,size medium available hai shirt ka,available hai shirt ka size medium,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.5,0.5,3,False,False,True,3plus_switch,0.6042750794713536,0.9770316,0.9770315,0.9770315,0.9186055064201356
22,shopping,EN-HN-EN-HN-HN-HN,3,2,"[0, 2]",base_tf,jeans ka rate thoda kam karo,rate thoda kam karo jeans ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.96284676,0.96284676,0.96284676,0.969303548336029
22,shopping,EN-HN-EN-HN-HN-HN,3,2,"[0, 2]",base_es,jeans ka rate thoda kam karo,kam karo jeans ka rate thoda,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,True,False,2_switch,0.6042750794713536,0.965627,0.965627,0.965627,0.8985991477966309
22,shopping,EN-HN-EN-HN-HN-HN,3,2,"[0, 2]",tf_es,rate thoda kam karo jeans ka,kam karo jeans ka rate thoda,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,False,True,2_switch,0.6042750794713536,0.9620772,0.96207714,0.9620772,0.894406795501709
23,shopping,EN-HN-EN-EN-HN,2,3,"[0, 2, 3]",base_tf,shoes ka color black chahiye,color black chahiye shoes ka,1.0,1.0,1.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.6,0.4,3,True,False,False,3plus_switch,0.3766136530980537,0.9510728,0.95107293,0.9510729,0.9463452100753784
23,shopping,EN-HN-EN-EN-HN,2,3,"[0, 2, 3]",base_es,shoes ka color black chahiye,chahiye shoes ka color black,1.0,1.0,1.0,5,5,0,5,1.0,True,1.6,4.0,0.4,2,0.6,0.4,3,False,True,False,3plus_switch,0.7071067811865476,0.9626254,0.9626254,0.9626254,0.9551490545272828
23,shopping,EN-HN-EN-EN-HN,2,3,"[0, 2, 3]",tf_es,color black chahiye shoes ka,chahiye shoes ka color black,1.0,1.0,1.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.6,0.4,3,False,False,True,3plus_switch,0.3766136530980537,0.952932,0.952932,0.952932,0.9438233971595764
24,shopping,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",base_tf,bag me laptop fit ho jayega kya,laptop fit ho jayega kya bag me,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.3333333333333333,0.6666666666666666,2,True,False,False,2_switch,0.7071067811865476,0.982581,0.9825811,0.9825811,0.9420654773712158
24,shopping,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",base_es,bag me laptop fit ho jayega kya,fit ho jayega bag me laptop kya,1.0,1.0,1.0,7,7,0,7,1.0,True,2.571428571428572,3.0,0.4285714285714285,6,0.3333333333333333,0.6666666666666666,2,False,True,False,2_switch,0.3374876469802197,0.97661096,0.97661096,0.97661096,0.9285931587219238
24,shopping,EN-HN-EN-EN-HN-HN-HN,4,2,"[0, 2]",tf_es,laptop fit ho jayega kya bag me,fit ho jayega bag me laptop kya,1.0,1.0,1.0,7,7,0,7,1.0,True,2.0,5.0,0.3333333333333333,4,0.3333333333333333,0.6666666666666666,2,False,False,True,2_switch,0.2640983561269795,0.9766312,0.97663116,0.9766312,0.9312156438827516
25,shopping,EN-EN-EN-HN-HN-HN,2,3,"[0, 1, 2]",base_tf,discount coupon apply kar diya kya,coupon apply kar diya kya discount,1.0,1.0,1.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.6,0.4,3,True,False,False,3plus_switch,0.7952707287670506,0.9805454,0.98054546,0.98054546,0.8774776458740234
25,shopping,EN-EN-EN-HN-HN-HN,2,3,"[0, 1, 2]",base_es,discount coupon apply kar diya kya,apply kar diya discount coupon kya,1.0,0.0,0.0,6,6,0,6,1.0,True,2.0,3.0,0.4,4,0.6,0.4,3,False,True,False,3plus_switch,0.3076539023663478,0.97642314,0.9764231,0.9764231,0.9139432311058044
25,shopping,EN-EN-EN-HN-HN-HN,2,3,"[0, 1, 2]",tf_es,coupon apply kar diya kya discount,apply kar diya discount coupon kya,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,4.0,0.3333333333333333,4,0.6,0.4,3,False,False,True,3plus_switch,0.2779966825966194,0.9718055,0.9718056,0.9718055,0.8996246457099915
26,shopping,EN-HN-EN-EN-HN-HN,3,2,"[0, 2]",base_tf,product ki quality check karni hai,quality check karni hai product ki,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.9666574,0.9666574,0.9666574,0.9304667115211488
26,shopping,EN-HN-EN-EN-HN-HN,3,2,"[0, 2]",base_es,product ki quality check karni hai,check karni hai product ki quality,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,False,True,False,2_switch,0.3931466788228678,0.9732588,0.97325873,0.9732588,0.9572254419326782
