id,pair_type,llm_judge_score
61,base_tf,0.95
61,base_es,1.0
61,tf_es,1.0
62,base_tf,0.95
62,base_es,1.0
62,tf_es,0.95
63,base_tf,0.95
63,base_es,1.0
63,tf_es,0.9
64,base_tf,0.95
64,base_es,1.0
64,tf_es,0.95
65,base_tf,0.95
65,base_es,1.0
65,tf_es,0.9
66,base_tf,0.95
66,base_es,1.0
66,tf_es,0.95
67,base_tf,0.95
67,base_es,0.95
67,tf_es,1.0
68,base_tf,0.95
68,base_es,1.0
68,tf_es,0.95
69,base_tf,0.95
69,base_es,0.95
69,tf_es,1.0
70,base_tf,0.95
70,base_es,1.0
70,tf_es,1.0
71,base_tf,0.95
71,base_es,1.0
71,tf_es,0.95
72,base_tf,0.95
72,base_es,1.0
72,tf_es,0.9
73,base_tf,0.95
73,base_es,1.0
73,tf_es,0.95
74,base_tf,1.0
74,base_es,1.0
74,tf_es,0.95
75,base_tf,1.0
75,base_es,1.0
75,tf_es,1.0
76,base_tf,1.0
76,base_es,1.0
76,tf_es,1.0
77,base_tf,1.0
77,base_es,1.0
77,tf_es,1.0
78,base_tf,0.95
78,base_es,1.0
78,tf_es,0.9
79,base_tf,0.95
79,base_es,1.0
79,tf_es,1.0
80,base_tf,0.95
80,base_es,1.0
80,tf_es,0.95
81,base_tf,0.95
81,base_es,1.0
81,tf_es,0.95
82,base_tf,0.95
82,base_es,1.0
82,tf_es,0.95
83,base_tf,0.95
83,base_es,0.95
83,tf_es,0.95
84,base_tf,1.0
84,base_es,0.95
84,tf_es,0.95
85,base_tf,0.95
85,base_es,1.0
85,tf_es,0.95
86,base_tf,0.95
86,base_es,0.95
86,tf_es,0.95
87,base_tf,0.95
87,base_es,0.95
87,tf_es,1.0
88,base_tf,0.95
88,base_es,1.0
88,tf_es,1.0
89,base_tf,1.0
89,base_es,1.0
89,tf_es,0.95
90,base_tf,1.0
90,base_es,1.0
90,tf_es,0.95
91,base_tf,0.95
91,base_es,1.0
91,tf_es,0.95
92,base_tf,0.95
92,base_es,1.0
92,tf_es,1.0
93,base_tf,1.0
93,base_es,1.0
93,tf_es,1.0
94,base_tf,1.0
94,base_es,1.0
94,tf_es,1.0
95,base_tf,1.0
95,base_es,1.0
95,tf_es,0.95
96,base_tf,0.95
96,base_es,1.0
96,tf_es,0.95
97,base_tf,0.95
97,base_es,1.0
97,tf_es,0.95
98,base_tf,1.0
98,base_es,1.0
98,tf_es,0.95
99,base_tf,0.95
99,base_es,1.0
99,tf_es,1.0
100,base_tf,1.0
100,base_es,1.0
100,tf_es,1.0
101,base_tf,0.95
101,base_es,1.0
101,tf_es,0.95
102,base_tf,1.0
102,base_es,1.0
102,tf_es,1.0
103,base_tf,1.0
103,base_es,1.0
103,tf_es,1.0
104,base_tf,0.95
104,base_es,1.0
104,tf_es,1.0
105,base_tf,0.9
105,base_es,0.95
105,tf_es,0.95
106,base_tf,1.0
106,base_es,1.0
106,tf_es,0.95
107,base_tf,1.0
107,base_es,1.0
107,tf_es,1.0
108,base_tf,0.95
108,base_es,1.0
108,tf_es,0.95
109,base_tf,1.0
109,base_es,1.0
109,tf_es,1.0
110,base_tf,1.0
110,base_es,1.0
110,tf_es,0.95
111,base_tf,1.0
111,base_es,1.0
111,tf_es,1.0
112,base_tf,0.95
112,base_es,1.0
112,tf_es,1.0
113,base_tf,0.95
113,base_es,0.95
113,tf_es,0.95
114,base_tf,0.95
114,base_es,1.0
114,tf_es,0.95
115,base_tf,0.95
115,base_es,0.95
115,tf_es,0.95
116,base_tf,0.95
116,base_es,1.0
116,tf_es,1.0
117,base_tf,0.95
117,base_es,1.0
117,tf_es,1.0
118,base_tf,0.95
118,base_es,1.0
118,tf_es,0.95
119,base_tf,1.0
119,base_es,1.0
119,tf_es,0.9
120,base_tf,1.0
120,base_es,1.0
120,tf_es,1.0
121,base_tf,0.95
121,base_es,1.0
121,tf_es,0.95
122,base_tf,0.9
122,base_es,0.95
122,tf_es,0.95
123,base_tf,1.0
123,base_es,1.0
123,tf_es,0.95
124,base_tf,1.0
124,base_es,1.0
124,tf_es,0.95
125,base_tf,1.0
125,base_es,1.0
125,tf_es,0.95
126,base_tf,0.95
126,base_es,1.0
126,tf_es,0.95
127,base_tf,1.0
127,base_es,1.0
127,tf_es,0.95
128,base_tf,0.95
128,base_es,0.95
128,tf_es,0.95
129,base_tf,0.9
129,base_es,1.0
129,tf_es,0.95
130,base_tf,0.95
130,base_es,1.0
130,tf_es,1.0
131,base_tf,0.95
131,base_es,0.95
131,tf_es,0.95
132,base_tf,1.0
132,base_es,1.0
132,tf_es,0.95
133,base_tf,0.95
133,base_es,1.0
133,tf_es,1.0
134,base_tf,0.95
134,base_es,1.0
134,tf_es,1.0
135,base_tf,1.0
135,base_es,1.0
135,tf_es,0.95
136,base_tf,0.95
136,base_es,1.0
136,tf_es,0.95
137,base_tf,0.95
137,base_es,1.0
137,tf_es,0.95
138,base_tf,0.95
138,base_es,1.0
138,tf_es,0.95
139,base_tf,0.95
139,base_es,1.0
139,tf_es,0.95
140,base_tf,0.95
140,base_es,1.0
140,tf_es,1.0
141,base_tf,0.95
141,base_es,1.0
141,tf_es,0.95
142,base_tf,0.95
142,base_es,1.0
142,tf_es,0.95
143,base_tf,0.95
143,base_es,1.0
143,tf_es,0.9
144,base_tf,1.0
144,base_es,1.0
144,tf_es,0.95
145,base_tf,0.95
145,base_es,1.0
145,tf_es,0.95
146,base_tf,1.0
146,base_es,1.0
146,tf_es,1.0
147,base_tf,0.95
147,base_es,1.0
147,tf_es,0.95
148,base_tf,0.95
148,base_es,0.95
148,tf_es,0.95
149,base_tf,0.95
149,base_es,0.95
149,tf_es,0.95
150,base_tf,1.0
150,base_es,1.0
150,tf_es,1.0
151,base_tf,0.95
151,base_es,1.0
151,tf_es,0.95
152,base_tf,0.95
152,base_es,0.95
152,tf_es,1.0
153,base_tf,1.0
153,base_es,1.0
153,tf_es,0.95
154,base_tf,1.0
154,base_es,1.0
154,tf_es,0.9
155,base_tf,0.95
155,base_es,0.95
155,tf_es,0.95
156,base_tf,1.0
156,base_es,1.0
156,tf_es,0.95
157,base_tf,1.0
157,base_es,1.0
157,tf_es,1.0
158,base_tf,0.95
158,base_es,1.0
158,tf_es,0.95
159,base_tf,1.0
159,base_es,1.0
159,tf_es,0.95
160,base_tf,0.95
160,base_es,0.95
160,tf_es,0.95
161,base_tf,0.95
161,base_es,1.0
161,tf_es,0.95
162,base_tf,0.95
162,base_es,1.0
162,tf_es,1.0
163,base_tf,0.9
163,base_es,1.0
163,tf_es,0.95
164,base_tf,0.95
164,base_es,1.0
164,tf_es,0.95
165,base_tf,0.95
165,base_es,1.0
165,tf_es,0.95
166,base_tf,0.95
166,base_es,1.0
166,tf_es,0.95
167,base_tf,0.9
167,base_es,1.0
167,tf_es,0.95
168,base_tf,0.95
168,base_es,1.0
168,tf_es,0.95
169,base_tf,0.9
169,base_es,1.0
169,tf_es,0.9
170,base_tf,0.95
170,base_es,1.0
170,tf_es,1.0
171,base_tf,1.0
171,base_es,1.0
171,tf_es,1.0
172,base_tf,0.95
172,base_es,1.0
172,tf_es,0.95
173,base_tf,0.95
173,base_es,0.95
173,tf_es,0.95
174,base_tf,0.95
174,base_es,1.0
174,tf_es,0.95
175,base_tf,0.95
175,base_es,0.95
175,tf_es,0.9
176,base_tf,1.0
176,base_es,1.0
176,tf_es,0.9
177,base_tf,0.95
177,base_es,1.0
177,tf_es,0.95
178,base_tf,0.9
178,base_es,0.95
178,tf_es,0.9
179,base_tf,0.95
179,base_es,1.0
179,tf_es,1.0
180,base_tf,1.0
180,base_es,1.0
180,tf_es,0.95
181,base_tf,0.95
181,base_es,1.0
181,tf_es,0.95
182,base_tf,0.95
182,base_es,0.95
182,tf_es,0.95
183,base_tf,1.0
183,base_es,1.0
183,tf_es,0.95
184,base_tf,1.0
184,base_es,1.0
184,tf_es,1.0
185,base_tf,0.95
185,base_es,0.95
185,tf_es,0.9
186,base_tf,0.95
186,base_es,0.95
186,tf_es,0.95
187,base_tf,0.95
187,base_es,0.95
187,tf_es,0.95
188,base_tf,0.95
188,base_es,1.0
188,tf_es,1.0
189,base_tf,1.0
189,base_es,1.0
189,tf_es,0.95
190,base_tf,0.95
190,base_es,0.95
190,tf_es,1.0
191,base_tf,0.95
191,base_es,0.95
191,tf_es,0.9
192,base_tf,1.0
192,base_es,1.0
192,tf_es,0.95
193,base_tf,0.95
193,base_es,0.95
193,tf_es,0.95
194,base_tf,0.95
194,base_es,0.95
194,tf_es,0.95
195,base_tf,1.0
195,base_es,1.0
195,tf_es,0.95
196,base_tf,0.95
196,base_es,1.0
196,tf_es,0.9
197,base_tf,0.95
197,base_es,1.0
197,tf_es,0.95
198,base_tf,0.95
198,base_es,1.0
198,tf_es,1.0
199,base_tf,1.0
199,base_es,1.0
199,tf_es,1.0
200,base_tf,1.0
200,base_es,1.0
200,tf_es,0.9
201,base_tf,1.0
201,base_es,1.0
201,tf_es,1.0
202,base_tf,0.95
202,base_es,1.0
202,tf_es,0.95
203,base_tf,0.95
203,base_es,1.0
203,tf_es,0.95
204,base_tf,1.0
204,base_es,1.0
204,tf_es,0.9
205,base_tf,0.95
205,base_es,1.0
205,tf_es,0.9
206,base_tf,0.95
206,base_es,0.95
206,tf_es,0.95
207,base_tf,0.95
207,base_es,0.95
207,tf_es,0.95
208,base_tf,0.95
208,base_es,1.0
208,tf_es,0.95
209,base_tf,0.9
209,base_es,0.95
209,tf_es,0.95
210,base_tf,0.95
210,base_es,1.0
210,tf_es,0.95
211,base_tf,1.0
211,base_es,1.0
211,tf_es,1.0
212,base_tf,1.0
212,base_es,1.0
212,tf_es,0.9
213,base_tf,0.9
213,base_es,0.95
213,tf_es,0.9
214,base_tf,0.95
214,base_es,1.0
214,tf_es,0.9
215,base_tf,0.95
215,base_es,1.0
215,tf_es,0.95
216,base_tf,0.95
216,base_es,1.0
216,tf_es,0.95
217,base_tf,0.95
217,base_es,1.0
217,tf_es,0.95
218,base_tf,0.95
218,base_es,1.0
218,tf_es,0.9
219,base_tf,0.95
219,base_es,0.95
219,tf_es,0.95
220,base_tf,0.95
220,base_es,1.0
220,tf_es,1.0
221,base_tf,0.95
221,base_es,1.0
221,tf_es,0.95
222,base_tf,1.0
222,base_es,1.0
222,tf_es,1.0
223,base_tf,0.95
223,base_es,1.0
223,tf_es,1.0
224,base_tf,0.95
224,base_es,1.0
224,tf_es,0.9
225,base_tf,0.95
225,base_es,0.95
225,tf_es,0.95
226,base_tf,0.95
226,base_es,1.0
226,tf_es,0.95
227,base_tf,1.0
227,base_es,1.0
227,tf_es,1.0
228,base_tf,0.95
228,base_es,1.0
228,tf_es,0.95
229,base_tf,1.0
229,base_es,1.0
229,tf_es,0.95
230,base_tf,0.95
230,base_es,1.0
230,tf_es,1.0
231,base_tf,0.95
231,base_es,0.95
231,tf_es,0.95
232,base_tf,0.95
232,base_es,1.0
232,tf_es,0.95
233,base_tf,0.95
233,base_es,1.0
233,tf_es,0.95
234,base_tf,1.0
234,base_es,1.0
234,tf_es,1.0
235,base_tf,0.95
235,base_es,0.95
235,tf_es,0.95
236,base_tf,0.95
236,base_es,0.95
236,tf_es,0.95
237,base_tf,0.95
237,base_es,1.0
237,tf_es,0.95
238,base_tf,0.95
238,base_es,0.95
238,tf_es,0.95
239,base_tf,1.0
239,base_es,0.95
239,tf_es,0.95
240,base_tf,0.95
240,base_es,0.95
240,tf_es,1.0
241,base_tf,0.95
241,base_es,1.0
241,tf_es,1.0
242,base_tf,1.0
242,base_es,1.0
242,tf_es,1.0
243,base_tf,0.95
243,base_es,0.95
243,tf_es,0.9
244,base_tf,0.9
244,base_es,0.95
244,tf_es,0.95
245,base_tf,0.95
245,base_es,1.0
245,tf_es,1.0
246,base_tf,1.0
246,base_es,1.0
246,tf_es,0.95
247,base_tf,0.95
247,base_es,1.0
247,tf_es,1.0
248,base_tf,1.0
248,base_es,1.0
248,tf_es,0.95
249,base_tf,0.9
249,base_es,1.0
249,tf_es,0.9
250,base_tf,0.95
250,base_es,1.0
250,tf_es,0.95
251,base_tf,1.0
251,base_es,1.0
251,tf_es,0.9
252,base_tf,0.95
252,base_es,1.0
252,tf_es,0.95
253,base_tf,1.0
253,base_es,1.0
253,tf_es,0.95
254,base_tf,0.95
254,base_es,1.0
254,tf_es,0.95
255,base_tf,1.0
255,base_es,1.0
255,tf_es,0.9
256,base_tf,0.9
256,base_es,0.9
256,tf_es,0.95
257,base_tf,0.95
257,base_es,1.0
257,tf_es,0.95
258,base_tf,0.95
258,base_es,1.0
258,tf_es,0.95
259,base_tf,0.95
259,base_es,0.95
259,tf_es,0.95
260,base_tf,1.0
260,base_es,1.0
260,tf_es,0.95
261,base_tf,0.95
261,base_es,1.0
261,tf_es,1.0
262,base_tf,0.95
262,base_es,1.0
262,tf_es,0.9
263,base_tf,0.95
263,base_es,0.95
263,tf_es,1.0
264,base_tf,0.95
264,base_es,1.0
264,tf_es,0.9
265,base_tf,0.95
265,base_es,1.0
265,tf_es,0.95
266,base_tf,1.0
266,base_es,0.95
266,tf_es,0.95
267,base_tf,1.0
267,base_es,1.0
267,tf_es,0.95
268,base_tf,0.9
268,base_es,0.95
268,tf_es,0.9
269,base_tf,1.0
269,base_es,1.0
269,tf_es,0.95
270,base_tf,0.95
270,base_es,1.0
270,tf_es,0.95
271,base_tf,0.95
271,base_es,1.0
271,tf_es,0.95
272,base_tf,1.0
272,base_es,1.0
272,tf_es,0.95
273,base_tf,0.95
273,base_es,0.95
273,tf_es,0.95
274,base_tf,0.95
274,base_es,1.0
274,tf_es,0.95
275,base_tf,0.95
275,base_es,1.0
275,tf_es,0.95
276,base_tf,0.9
276,base_es,0.95
276,tf_es,0.9
277,base_tf,1.0
277,base_es,1.0
277,tf_es,1.0
278,base_tf,0.9
278,base_es,0.95
278,tf_es,0.95
279,base_tf,0.9
279,base_es,0.95
279,tf_es,0.95
280,base_tf,0.95
280,base_es,0.95
280,tf_es,0.95
281,base_tf,1.0
281,base_es,1.0
281,tf_es,0.95
282,base_tf,0.95
282,base_es,1.0
282,tf_es,0.95
283,base_tf,0.95
283,base_es,1.0
283,tf_es,0.95
284,base_tf,0.95
284,base_es,0.98
284,tf_es,0.95
285,base_tf,0.9
285,base_es,1.0
285,tf_es,0.95
286,base_tf,0.98
286,base_es,1.0
286,tf_es,0.95
287,base_tf,1.0
287,base_es,1.0
287,tf_es,0.95
288,base_tf,0.95
288,base_es,1.0
288,tf_es,0.95
289,base_tf,0.95
289,base_es,1.0
289,tf_es,1.0
290,base_tf,1.0
290,base_es,1.0
290,tf_es,1.0
291,base_tf,0.95
291,base_es,0.95
291,tf_es,0.95
292,base_tf,1.0
292,base_es,1.0
292,tf_es,0.95
293,base_tf,0.95
293,base_es,1.0
293,tf_es,0.95
294,base_tf,0.95
294,base_es,0.95
294,tf_es,1.0
295,base_tf,1.0
295,base_es,0.95
295,tf_es,0.95
296,base_tf,1.0
296,base_es,1.0
296,tf_es,0.95
297,base_tf,0.95
297,base_es,1.0
297,tf_es,0.95
298,base_tf,0.95
298,base_es,0.95
298,tf_es,0.9
299,base_tf,1.0
299,base_es,1.0
299,tf_es,0.95
300,base_tf,0.95
300,base_es,0.95
300,tf_es,0.95
301,base_tf,1.0
301,base_es,1.0
301,tf_es,0.95
302,base_tf,0.95
302,base_es,1.0
302,tf_es,1.0
303,base_tf,0.95
303,base_es,0.98
303,tf_es,0.95
304,base_tf,0.9
304,base_es,1.0
304,tf_es,0.95
305,base_tf,0.95
305,base_es,0.95
305,tf_es,1.0
306,base_tf,0.95
306,base_es,1.0
306,tf_es,1.0
307,base_tf,0.95
307,base_es,1.0
307,tf_es,0.95
308,base_tf,1.0
308,base_es,1.0
308,tf_es,0.95
309,base_tf,1.0
309,base_es,0.95
309,tf_es,0.95
310,base_tf,0.95
310,base_es,1.0
310,tf_es,0.9
311,base_tf,1.0
311,base_es,1.0
311,tf_es,0.95
312,base_tf,1.0
312,base_es,0.95
312,tf_es,0.9
313,base_tf,0.95
313,base_es,1.0
313,tf_es,0.9
314,base_tf,0.95
314,base_es,0.95
314,tf_es,0.95
315,base_tf,0.95
315,base_es,1.0
315,tf_es,0.9
316,base_tf,1.0
316,base_es,1.0
316,tf_es,0.95
317,base_tf,0.9
317,base_es,0.9
317,tf_es,0.95
318,base_tf,0.95
318,base_es,0.95
318,tf_es,0.95
319,base_tf,0.95
319,base_es,1.0
319,tf_es,0.95
320,base_tf,0.95
320,base_es,1.0
320,tf_es,0.95
321,base_tf,0.95
321,base_es,1.0
321,tf_es,1.0
322,base_tf,0.9
322,base_es,0.9
322,tf_es,0.9
323,base_tf,1.0
323,base_es,1.0
323,tf_es,0.95
324,base_tf,0.95
324,base_es,1.0
324,tf_es,0.95
325,base_tf,0.9
325,base_es,0.95
325,tf_es,0.95
326,base_tf,0.9
326,base_es,0.95
326,tf_es,0.95
327,base_tf,1.0
327,base_es,1.0
327,tf_es,0.95
328,base_tf,0.95
328,base_es,0.95
328,tf_es,1.0
329,base_tf,0.95
329,base_es,1.0
329,tf_es,0.95
330,base_tf,1.0
330,base_es,1.0
330,tf_es,0.95
331,base_tf,0.95
331,base_es,0.95
331,tf_es,1.0
332,base_tf,1.0
332,base_es,0.95
332,tf_es,0.95
333,base_tf,0.95
333,base_es,1.0
333,tf_es,0.95
334,base_tf,1.0
334,base_es,1.0
334,tf_es,0.9
335,base_tf,0.95
335,base_es,0.95
335,tf_es,0.95
336,base_tf,0.98
336,base_es,0.95
336,tf_es,0.95
337,base_tf,0.95
337,base_es,0.95
337,tf_es,0.95
338,base_tf,0.95
338,base_es,1.0
338,tf_es,0.95
339,base_tf,0.95
339,base_es,0.95
339,tf_es,1.0
340,base_tf,0.95
340,base_es,1.0
340,tf_es,0.95
341,base_tf,1.0
341,base_es,1.0
341,tf_es,0.95
342,base_tf,0.95
342,base_es,1.0
342,tf_es,0.95
343,base_tf,0.95
343,base_es,0.95
343,tf_es,0.9
344,base_tf,1.0
344,base_es,1.0
344,tf_es,0.95
345,base_tf,0.95
345,base_es,1.0
345,tf_es,0.95
346,base_tf,0.95
346,base_es,1.0
346,tf_es,0.95
347,base_tf,0.95
347,base_es,1.0
347,tf_es,0.9
348,base_tf,0.95
348,base_es,1.0
348,tf_es,0.95
349,base_tf,1.0
349,base_es,1.0
349,tf_es,1.0
350,base_tf,0.9
350,base_es,1.0
350,tf_es,0.95
351,base_tf,0.98
351,base_es,1.0
351,tf_es,1.0
352,base_tf,0.95
352,base_es,1.0
352,tf_es,0.95
353,base_tf,0.9
353,base_es,0.9
353,tf_es,0.9
354,base_tf,0.95
354,base_es,0.95
354,tf_es,0.95
355,base_tf,1.0
355,base_es,1.0
355,tf_es,1.0
356,base_tf,0.95
356,base_es,1.0
356,tf_es,0.9
357,base_tf,0.95
357,base_es,1.0
357,tf_es,0.95
358,base_tf,0.95
358,base_es,1.0
358,tf_es,0.95
359,base_tf,0.95
359,base_es,1.0
359,tf_es,0.95
360,base_tf,1.0
360,base_es,0.95
360,tf_es,0.9
361,base_tf,0.95
361,base_es,0.95
361,tf_es,0.95
362,base_tf,0.95
362,base_es,1.0
362,tf_es,0.9
363,base_tf,0.95
363,base_es,0.95
363,tf_es,0.95
364,base_tf,0.95
364,base_es,1.0
364,tf_es,0.9
365,base_tf,0.95
365,base_es,1.0
365,tf_es,0.9
366,base_tf,0.95
366,base_es,0.95
366,tf_es,0.9
367,base_tf,1.0
367,base_es,1.0
367,tf_es,0.9
368,base_tf,0.95
368,base_es,1.0
368,tf_es,0.9
369,base_tf,0.9
369,base_es,1.0
369,tf_es,0.9
370,base_tf,0.9
370,base_es,1.0
370,tf_es,0.9
371,base_tf,0.95
371,base_es,1.0
371,tf_es,0.95
372,base_tf,1.0
372,base_es,1.0
372,tf_es,0.95
373,base_tf,0.95
373,base_es,1.0
373,tf_es,1.0
374,base_tf,0.95
374,base_es,0.95
374,tf_es,0.9
375,base_tf,1.0
375,base_es,1.0
375,tf_es,1.0
376,base_tf,0.95
376,base_es,0.95
376,tf_es,0.95
377,base_tf,0.95
377,base_es,1.0
377,tf_es,1.0
378,base_tf,1.0
378,base_es,1.0
378,tf_es,0.9
379,base_tf,0.95
379,base_es,1.0
379,tf_es,1.0
380,base_tf,0.9
380,base_es,1.0
380,tf_es,0.95
381,base_tf,1.0
381,base_es,1.0
381,tf_es,0.9
382,base_tf,0.95
382,base_es,1.0
382,tf_es,0.95
383,base_tf,0.95
383,base_es,1.0
383,tf_es,1.0
384,base_tf,1.0
384,base_es,1.0
384,tf_es,0.95
385,base_tf,1.0
385,base_es,0.98
385,tf_es,0.95
386,base_tf,0.9
386,base_es,1.0
386,tf_es,0.9
387,base_tf,0.95
387,base_es,0.98
387,tf_es,0.9
388,base_tf,0.95
388,base_es,1.0
388,tf_es,0.95
389,base_tf,0.95
389,base_es,1.0
389,tf_es,0.95
390,base_tf,0.95
390,base_es,1.0
390,tf_es,0.95
391,base_tf,0.95
391,base_es,1.0
391,tf_es,0.95
392,base_tf,0.95
392,base_es,0.95
392,tf_es,0.95
393,base_tf,0.9
393,base_es,1.0
393,tf_es,0.9
394,base_tf,1.0
394,base_es,1.0
394,tf_es,0.9
395,base_tf,0.95
395,base_es,1.0
395,tf_es,0.95
396,base_tf,0.95
396,base_es,1.0
396,tf_es,0.9
397,base_tf,0.95
397,base_es,1.0
397,tf_es,1.0
398,base_tf,0.95
398,base_es,1.0
398,tf_es,0.9
399,base_tf,0.95
399,base_es,1.0
399,tf_es,0.95
400,base_tf,0.95
400,base_es,0.95
400,tf_es,0.95
401,base_tf,0.95
401,base_es,1.0
401,tf_es,0.95
402,base_tf,0.95
402,base_es,1.0
402,tf_es,0.95
403,base_tf,0.95
403,base_es,1.0
403,tf_es,0.9
404,base_tf,1.0
404,base_es,1.0
404,tf_es,0.95
405,base_tf,0.95
405,base_es,1.0
405,tf_es,0.95
406,base_tf,0.95
406,base_es,1.0
406,tf_es,0.95
407,base_tf,0.95
407,base_es,1.0
407,tf_es,0.95
408,base_tf,0.95
408,base_es,1.0
408,tf_es,1.0
409,base_tf,0.95
409,base_es,1.0
409,tf_es,1.0
410,base_tf,0.9
410,base_es,0.9
410,tf_es,0.9
411,base_tf,0.95
411,base_es,1.0
411,tf_es,0.95
412,base_tf,0.95
412,base_es,1.0
412,tf_es,0.9
413,base_tf,0.95
413,base_es,1.0
413,tf_es,1.0
414,base_tf,0.95
414,base_es,0.95
414,tf_es,0.95
415,base_tf,0.9
415,base_es,0.95
415,tf_es,0.9
416,base_tf,0.95
416,base_es,1.0
416,tf_es,1.0
417,base_tf,0.95
417,base_es,1.0
417,tf_es,0.95
418,base_tf,0.95
418,base_es,0.95
418,tf_es,0.95
419,base_tf,0.95
419,base_es,1.0
419,tf_es,0.95
420,base_tf,1.0
420,base_es,1.0
420,tf_es,0.95
421,base_tf,0.95
421,base_es,1.0
421,tf_es,1.0
422,base_tf,0.95
422,base_es,0.95
422,tf_es,0.95
423,base_tf,1.0
423,base_es,1.0
423,tf_es,0.95
424,base_tf,0.95
424,base_es,1.0
424,tf_es,0.95
425,base_tf,0.98
425,base_es,1.0
425,tf_es,0.95
426,base_tf,0.95
426,base_es,1.0
426,tf_es,0.95
427,base_tf,0.9
427,base_es,1.0
427,tf_es,0.95
428,base_tf,0.95
428,base_es,1.0
428,tf_es,0.95
429,base_tf,0.95
429,base_es,0.95
429,tf_es,0.9
430,base_tf,1.0
430,base_es,1.0
430,tf_es,1.0
431,base_tf,0.95
431,base_es,0.98
431,tf_es,0.9
432,base_tf,0.9
432,base_es,1.0
432,tf_es,0.9
433,base_tf,0.95
433,base_es,0.95
433,tf_es,0.9
434,base_tf,0.9
434,base_es,1.0
434,tf_es,0.9
435,base_tf,0.98
435,base_es,1.0
435,tf_es,0.95
436,base_tf,0.9
436,base_es,1.0
436,tf_es,0.9
437,base_tf,0.95
