id,model,hyp_base,hyp_topic,hyp_emphasis,reference,BLEU,chrF,BERTScore_F1
13,gemma,Make pasta a little spicy,make a little spicy pasta,Make pasta spicy,make pasta a little spicy,0.3956226106517836,71.28286007789849,0.9674290418624878
14,llama,Has the juice bill been paid?,Have you paid the bill and got the juice?,What's the bill for the juice?,Have you paid the juice bill?,0.22291343499214064,57.54714481602825,0.9415241479873657
14,gemma,Did you pay the bill for the juice?,Did bill pay for the juice?,What is the bill for juice paid?,Have you paid the juice bill?,0.0,40.77707022423805,0.9349237084388733
15,llama,Is biryani served with raita or not?,Does raita go well with biryani?,"What is included in biryani, is raita hot or not.",Is raita included in biryani?,0.0,49.04393854804349,0.9393133719762167
15,gemma,Is there a raita in the biryani?,Is biryani included?,biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani biryani,Is raita included in biryani?,0.0,17.765320767141883,0.9003211061159769
16,llama,I would like a cold coffee that's a bit less sweet.,I would like a little less sugar in my cold coffee.,I would like a cold coffee that's a bit less sweet.,Cold coffee should be a little less sweet,0.0,52.59929392499018,0.9254612525304159
16,gemma,Cold coffee should be a little sweet,Need a little sweet cold coffee,need a little less sweet cold coffee,Cold coffee should be a little less sweet,0.4149871294835662,65.09023938137362,0.9252619743347168
17,llama,They want extra cheese inside the burger.,Add extra cheese to the burger.,Adding extra cheese inside the burger.,putting extra cheese inside the burger,0.44337879134737895,72.65622994622332,0.9590391914049784
17,gemma,Extra cheese in the burger,Extra cheese in the burger,add cheese extra burger,putting extra cheese inside the burger,0.0,48.618334791930145,0.944897989432017
18,llama,Is the water bottle cold?,Is the water in the bottle cold?,What's the temperature of the water bottle?,Is the water bottle cold?,0.4540702896685667,78.20406741721051,0.9647156794865926
18,gemma,Is the water bottle cold?,Is the bottle cold water,What is the cold water bottle?,Is the water bottle cold?,0.4790721492841123,76.5648074883236,0.9397995869318644
19,llama,The chutney for the dosa will be a bit more.,The chutney will be a bit more with the dosa.,Will you get some chutney with the dosa?,You will get a little more chutney for dosa.,0.0,37.34274921842617,0.9422758221626282
19,gemma,more chutney please,more chutney will be added to the dosa,It will be a little more of the chutney.,You will get a little more chutney for dosa.,0.0,40.01689836539744,0.9177109003067017
20,llama,Your coffee order is ready.,Your coffee order is ready.,The coffee order is ready.,Coffee order is ready,0.0,88.11682523302896,0.9560391704241434
20,gemma,The order for coffee is ready,Order ready for coffee,ready for coffee order,Coffee order is ready,0.0,54.425648110227144,0.9054016272226969
21,llama,The shirt's size is medium available.,The medium size shirt is available.,The shirt is available in a medium size.,shirt ka size medium available hai,0.0,56.663774574766364,0.8456525405248007
21,gemma,shirt is available in size medium,size medium available shirt,available medium size shirt,shirt ka size medium available hai,0.0,64.53076224336289,0.828298807144165
22,llama,Reduce the price of jeans a bit.,Can you please lower the price of the jeans a bit?,Can you please lower the price of jeans a bit.,reduce the price of jeans a little,0.31364609891977446,58.19303911186486,0.9314050873120626
22,gemma,lower the rate of jeans,rate a little low on the jeans,Rate the jeans a little,reduce the price of jeans a little,0.0,36.63563284211895,0.903821607430776
23,llama,The color of the shoes should be black.,I would like the shoes to be black in color.,I need shoes in black color.,The color of shoes should be black,0.17909498863725695,53.944319619369274,0.9284360011418661
23,gemma,The shoes should be black.,Black shoes required,want shoes color black,The color of shoes should be black,0.18861010260722788,39.54138908118476,0.8980249961217245
24,llama,Will a laptop fit in my bag?,Will the laptop fit in the bag?,Will it fit in the bag with the laptop?,Will the laptop fit in the bag?,0.5347996247034837,74.2914061193542,0.9791239301363627
24,gemma,Will the bag fit the laptop?,Will the laptop fit in the bag?,Will the laptop fit in the bag?,Will the laptop fit in the bag?,0.7746819461196403,88.43775085882451,0.9902494549751282
25,llama,Did they apply the discount coupon?,Did you apply the coupon to get a discount?,Did you apply the discount coupon?,Have you applied the discount coupon?,0.26509024292235017,60.65438455756659,0.9744807283083597
25,gemma,Did you apply the discount coupon?,Did you apply the coupon for the discount?,What did you apply the discount coupon to?,Have you applied the discount coupon?,0.2004619140466874,63.44610425873386,0.9701145887374878
26,llama,The product quality needs to be checked.,We need to conduct a quality check on the product.,The product's quality needs to be checked.,Have to check the quality of the product,0.0,46.748428508081396,0.9345871408780416
26,gemma,Quality check the product,Quality check the product,check the quality of the product,Have to check the quality of the product,0.33154747756980507,64.15797138334344,0.9445861975351969
27,llama,Did you get an update on the delivery status?,What's the status update on the delivery?,What is the status of the delivery?,Has the delivery status been updated?,0.0,55.04011167916495,0.927289605140686
27,gemma,Is the status update on delivery?,Is there a status update on the delivery?,what is the status update of delivery,Has the delivery status been updated?,0.0,51.317534083621766,0.920755406220754
28,llama,Will the GST be included in the bill?,Is GST included in the bill?,Is GST included in the bill?,Is patrol included in the bill?,0.5632124994907416,67.88782401938819,0.9600408474604288
28,gemma,Is GST included in bill bill?,Is GST included in the bill?,What is GST included in Bill?,Is patrol included in the bill?,0.30489707307623154,52.18831040250787,0.9444782535235087
29,llama,Pack it a bit stronger.,Can you please pack it a bit stronger.,Do the packing a bit strongly.,make the packing a little stronger,0.0,39.600299367322755,0.9268181920051575
29,gemma,packing should be a little stronger,Packing is strong,packing is a little strong,make the packing a little stronger,0.0,51.57248545262819,0.8785360455513
30,llama,The price list was not displayed.,The price list was not displayed.,The price list is not being displayed.,price list display nahi hui,0.0,54.52300596889098,0.8639088869094849
30,gemma,Price list not displayed,display not price list,display price list,price list display nahi hui,0.0,56.63776710249804,0.8646038373311361
31,llama,Please send the meeting link.,Please send the link for the meeting.,Please send the meeting link.,send the meeting link,0.3480089358807653,83.59825931816069,0.9336888591448466
31,gemma,Send the link for the meeting,Send the link to the meeting.,Send link to meeting,send the meeting link,0.0,61.03032010842679,0.9514754017194113
32,llama,Has the party plan been finalized?,Is the party planning finalized?,The final plan for the party is what.,Is the party plan finalized?,0.0,71.13711053653213,0.9557053049405416
32,gemma,Is the party plan final?,What is the final plan for the party?,What is the final plan for the party?,Is the party plan finalized?,0.17580744521337774,58.72712596678776,0.9329441785812378
33,llama,The message was not replied.,You didn't reply to the message.,Why didn't you send a reply to the message.,Why did you not reply to the message?,0.2263301694414659,57.8197690391957,0.9166767597198486
33,gemma,Why is there no reply to the message?,Why not reply to the message,why not reply to the message,Why did you not reply to the message?,0.47668421173424147,67.10343007374723,0.9201505581537882
34,llama,There's a network issue with the call.,There's a network issue with the call.,There's a problem with the call network.,There is a call network issue,0.0,56.73605100704449,0.9357785185178121
34,gemma,Call network issue,network issue call,the call network issue,There is a call network issue,0.0,61.9096786906842,0.9141084353129069
35,llama,Change the background of the photo.,Change the background of the photo.,Change the background of the photo.,background change.,0.0,57.929320217439795,0.8876315951347351
35,gemma,Change the background of the photo,Background change to photo,change the background of the photo,background change.,0.0,66.62756297930989,0.8927426338195801
36,llama,Please update me about the plan soon.,Please update me quickly about the plan.,Please provide the latest update on the plan.,Please update your plan soon,0.0,51.14952743071017,0.902035673459371
36,gemma,Update the plan soon.,Update me soon on the plan.,update plan soon,Please update your plan soon,0.0,37.14097321904056,0.9101792772610983
37,llama,We will have to set a reminder.,We will have to keep a reminder of the time.,It will be necessary to set a time reminder.,You will have to set a time reminder,0.34719650096711335,60.921236345199624,0.9573410749435425
37,gemma,Reminder to set time,reminder to set time,reminder of time to be given,You will have to set a time reminder,0.0,35.93954217449863,0.8805310527483622
38,llama,The friends' group is not active.,The group is not active among friends.,The friends' group is not active.,Friends group is not active,0.38669108611377734,77.34803106755805,0.9595273733139038
38,gemma,The friends group is not active,Group is not active friends,not active friends group,Friends group is not active,0.36889397323344053,81.25573352184482,0.9228324294090271
39,llama,The birthday gift has not been decided.,The gift for the birthday has not been decided.,The decision on the birthday gift has not been made.,Birthday gift deed not done,0.0,43.117348787904206,0.8685136238733927
39,gemma,The birthday gift is not decided yet,The gift was not decided on the birthday,not decided birthday gift,Birthday gift deed not done,0.0,49.089119534283995,0.8777922987937927
40,llama,I'll need to make some changes.,Changes will have to be made in the plan a bit.,There will be some changes in the plan.,The plan will have to be changed a bit,0.13168978468538248,40.951137109368176,0.9252957304318746
40,gemma,Little change in plan,Change the plan a little,change a little bit in plan to do it,The plan will have to be changed a bit,0.0,27.501211955802862,0.8995169202486674
41,llama,The report's draft needs to be sent.,I need to send the draft of the report.,We need to send the draft of the report.,Draft report to be sent,0.0,41.39130605595971,0.9044427076975504
41,gemma,Send the draft report,Send the draft report,send the draft of the report,Draft report to be sent,0.0,45.68345870408086,0.8681348363558451
42,llama,Update the meeting agenda.,Update the agenda for the meeting.,Please update the meeting agenda.,update meeting agenda,0.0,72.35640089803614,0.9316346645355225
42,gemma,Update the agenda for the meeting,update agenda for meeting,update meeting agenda,update meeting agenda,0.0,74.27390497181064,0.958157479763031
43,llama,Keep a backup of the file.,It is essential to keep a backup of the file.,To keep a backup of the file.,back up files,0.0,42.22151719850961,0.888036847114563
43,gemma,Keep a backup of the file,keep file backup,keep file backup,back up files,0.0,54.75273811038962,0.8923893173535665
44,llama,The email attachment is not opening.,The email attachment is not opening.,The email attachment is not opening.,Email attachments are not opening,0.0,71.24088510561242,0.9383821487426758
44,gemma,The email attachment is not open,attachment is not opening in email,not open the email attachment,Email attachments are not opening,0.0,62.60309657901103,0.8556716640790304
45,llama,Confirm the status of the task.,Confirming the status is a task.,To confirm the status of the task.,Confirming task status,0.0,54.29427141937872,0.931094209353129
45,gemma,confirm the status of the task,status confirm task,confirm task status,Confirming task status,0.0,52.20135322617912,0.9187969962755839
46,llama,The project timeline has become very tight.,The project's timeline has become tight.,The project timeline has become tight.,Project timeline became tight,0.0,61.40306931237687,0.9542776147524515
46,gemma,The project is tight on timeline,The timeline is tight for the project,Tightened the timeline of the project,Project timeline became tight,0.0,47.06573502671462,0.9106856385866801
47,llama,The laptop charger is missing.,The laptop's charger is missing.,My laptop charger is missing.,Laptop charger is missing,0.0,86.4153951284386,0.9583472013473511
47,gemma,The charger for the laptop is missing.,charger missing from laptop,missing the charger for the laptop,Laptop charger is missing,0.0,56.939455936495165,0.9075090686480204
48,llama,There's an error in the code.,There's an error in the code.,There is an error in the code.,There is an error in the code,0.7005755930622208,87.21838107744405,0.9833290378252665
48,gemma,Code is giving me an error,Error in code,code has error,There is an error in the code,0.0,28.195184292636917,0.8925699392954508
49,llama,The deadline for work is tomorrow.,The deadline is tomorrow for the work.,Today is the deadline for the work.,work deadline is tomorrow,0.0,62.989021169581335,0.9325752059618632
49,gemma,work deadline is tomorrow,deadline is tomorrow work,What is the deadline for work tomorrow?,work deadline is tomorrow,0.3334477432809602,81.7617715813562,0.9174492557843527
50,llama,The meeting link was incorrect.,The link was wrong for the meeting.,The meeting link was incorrect.,meeting ka link wrong tha,0.0,41.78631616167242,0.8761918743451437
50,gemma,The link to the meeting was wrong,link wrong for meeting,wrong link for meeting,meeting ka link wrong tha,0.0,49.99653045281205,0.8597248593966166
51,llama,Please explain the topic of our homework.,Please explain the topic and then do the homework.,Please explain the topic of the homework.,Explain the topic of homework,0.0,73.04689525280223,0.9130536119143168
51,gemma,Explain the topic of homework,Explain the topic of homework.,Explain the topic of homework,Explain the topic of homework,0.9039121467835706,99.70289032101063,0.9915275375048319
52,llama,The class schedule has been changed.,The class schedule has been changed.,The class schedule has been changed.,class schedule changed,0.0,76.00672877918798,0.9449843168258667
52,gemma,The class schedule has changed.,schedule change ho gaya class ka,change the class schedule,class schedule changed,0.0,76.70570286746954,0.8912150065104166
53,llama,We need to confirm the exam syllabus.,We need to confirm the syllabus for the exam.,We need to confirm the exam syllabus.,Exam syllabus to be confirmed,0.0,54.75679054480981,0.9042434493700663
53,gemma,Confirm syllabus of exam,syllabus confirm please,confirm the syllabus of the exam,Exam syllabus to be confirmed,0.0,48.910386736839015,0.8799067338307699
54,llama,Please share the notes in PDF format.,Please share the notes in PDF format.,Please share the notes in PDF format.,share pdf of notes,0.0,32.63682320023674,0.9155784249305725
54,gemma,Share the PDF notes,Share notes as PDF,share notes as PDF,share pdf of notes,0.0,32.79683224927242,0.9143484632174174
55,llama,Has the lecture recording been uploaded.,Has the lecture recording been uploaded.,Has the lecture recording been uploaded?,Has the lecture recording been uploaded?,0.8729978170492375,97.94302642855774,0.9724381367365519
55,gemma,Has the recording of the lecture been uploaded?,What was the recording uploaded for?,What is the recording of the lecture uploaded?,Has the lecture recording been uploaded?,0.0,66.29119249627288,0.9437554677327474
56,llama,The deadline for the assignment will be extended.,The assignment deadline will be extended.,The assignment deadline will be extended.,Assignment deadline will be extended,0.3060089375816323,87.15987415501874,0.9502500295639038
56,gemma,The assignment deadline will be extended.,Deadline will be extended for the assignment,extend the deadline of the assignment,Assignment deadline will be extended,0.21879903490242977,76.36025562734949,0.9121670524279276
57,llama,They are finalizing the project topic.,They are finalizing the project.,They are finalizing the topic of the project.,Let's finalize the topic of the project,0.25366802114744164,54.299357290528036,0.9441665410995483
57,gemma,finalize the topic of the project,topic finalize the project,Finalize the topic of the project,Let's finalize the topic of the project,0.5806048078532207,76.90756588324577,0.9375422398249308
58,llama,This chapter is proving to be quite difficult.,This chapter is proving to be difficult in the book.,The chapter in the book is proving to be difficult.,book ka chapter difficult lag raha,0.0,43.18087988538182,0.83409051100413
58,gemma,The book chapter is difficult,Chapter difficult to read in the book,sounds like the chapter is difficult for the book,book ka chapter difficult lag raha,0.0,49.15625950901425,0.8370535771052042
59,llama,What is the criteria for attendance?,What are the criteria for attendance?,What is the criteria for attendance?,What is the criteria for attendance?,0.8842646351938094,94.58928586560722,0.9971368312835693
59,gemma,What is the criteria for attendance?,What are the criteria for attendance?,What is the criteria for attendance?,What is the criteria for attendance?,0.8842646351938094,94.58928586560722,0.9971368312835693
60,llama,The test result will come when.,The result of the test will come soon.,When will the test results be out.,When will the test results come?,0.22679164443904004,60.558683142113715,0.9210401574770609
60,gemma,When will the test result be available?,when will the result of the test be available,when will the test result be available,When will the test results come?,0.2029805476051511,65.82172209779264,0.9417405923207601
61,llama,Please turn off the light in the room.,Turn off the light in the room.,Turn off the room's light.,room ka light off kar do,0.0,27.95173317358769,0.8200570344924927
61,gemma,Turn off the light in the room.,Turn off the light in the room.,Turn off the light in the room.,room ka light off kar do,0.0,27.970370744752838,0.819495439529419
62,llama,The kitchen floor needs to be cleaned.,The kitchen needs to be thoroughly cleaned.,The kitchen slab needs to be cleaned.,clean the clean ka karna.,0.0,23.112909933014457,0.8598323861757914
62,gemma,clean the slab of kitchen,clean the slab in the kitchen,clean the kitchen slab,clean the clean ka karna.,0.0,34.02921466084782,0.8631693522135416
63,llama,Increase the fan's speed.,Please increase the fan's speed.,Increase the speed of the fan.,fan ka speed increase kar do,0.0,39.34846757789913,0.8365642627080282
63,gemma,Increase the speed of the fan,Increase the speed of the fan,Increase the speed of the fan.,fan ka speed increase kar do,0.0,38.464502716924365,0.8319102128346761
64,llama,Please fill the bottle with water.,Please fill the water bottle.,Fill the bottle with water.,can,0.0,4.424778761061947,0.8264374136924744
64,gemma,Fill the bottle with water.,Fill the bottle with water,Fill the bottle with water.,can,0.0,4.807692307692308,0.8189125259717306
65,llama,Please turn down the air conditioner's temperature.,Please reduce the temperature of the AC.,Please reduce the air conditioner's temperature.,Clacing its culture,0.0,15.244308447127874,0.8361658255259196
65,gemma,Cool it down a bit.,lower the temperature AC,Cool down the AC temperature,Clacing its culture,0.0,12.419845307700506,0.8404794136683146
66,llama,Don't forget to lock the gate.,Don't forget to lock the gate.,Don't forget to lock the gate.,Don't forget to lock the gate,0.8091067115702212,99.0727785353643,0.9790371656417847
66,gemma,Don't forget to lock the gate.,Don't forget to lock the gate.,Don't forget to lock the gate.,Don't forget to lock the gate,0.8091067115702212,99.0727785353643,0.9790371656417847
67,llama,We need to change the table cover.,Change the tablecloth.,Change the table cover.,change the table cover,0.2751252208686785,84.26787872435926,0.9526346524556478
67,gemma,Change the cover of the table,Cover change table,change the cover of the table,change the table cover,0.0,70.7010794237512,0.9323845505714417
68,llama,I need to iron the clothes.,I need to iron the clothes.,I need to iron the clothes.,Irving of clothes is to be done,0.0,30.42276608607476,0.8777807354927063
68,gemma,Ironing clothes,ironing clothes,Ironing clothes,Irving of clothes is to be done,0.0,30.3443596444404,0.8503616452217102
69,llama,Close the fridge door properly.,Close the fridge door properly.,Close the fridge door properly.,fridge ka door properly close karo,0.0,55.20754633176408,0.8649714589118958
69,gemma,Close the door properly on the fridge,Close the door properly on the fridge.,Close the door properly on the fridge,fridge ka door properly close karo,0.0,54.02262834226279,0.8580572406450907
70,llama,Keep the milk packet in the fridge.,Keep the milk packet in the fridge.,Keep the milk packet in the fridge.,keep milk packet in fridge,0.0,65.6800248640234,0.9491678476333618
70,gemma,keep milk packet in fridge,Keep milk in the packet fridge.,keep milk packet in fridge,keep milk packet in fridge,0.5985389380950242,85.30447365151147,0.9784241120020548
71,llama,The phone's storage is full.,My phone's storage is full.,The phone's storage is full.,phone storage full,0.0,54.67323052054947,0.9134403268496195
72,llama,The app needs to be updated.,The app needs to be updated and installed.,The app needs to be updated.,Need to install an app update,0.0,34.44404670244647,0.8848234415054321
72,gemma,Install the app,update install karo app ka,Install app update,Need to install an app update,0.0,40.15465109483608,0.8945332368214926
73,llama,The password reset option is not available.,The password reset option is not available.,The password reset option is not available.,Can't find password reset option,0.0,62.524552835467674,0.8973867893218994
73,gemma,No option for password reset,reset option not available password,No reset option for password,Can't find password reset option,0.0,56.16395542036198,0.8939277132352194
74,llama,The WiFi signal is weak.,The WiFi signal is weak and keeps lagging.,The WiFi signal is weak.,Signal is a sign.,0.0,40.14789912966566,0.8820854226748148
74,gemma,WiFi signal is weak,Signal weak looking for WiFi,seems like weak signal of WiFi,Signal is a sign.,0.0,33.08124590170361,0.8681277632713318
75,llama,Turn on the phone's hotspot.,Enable hotspot on phone.,Turn on your phone's hotspot.,phone the hotspot on your phone,0.0,45.99488102096925,0.9456209937731425
75,gemma,turn on phone hotspot,hotspot on phone,turn on phone hotspot,phone the hotspot on your phone,0.0,40.77511976068094,0.9172719717025757
76,llama,The laptop's update is pending.,The laptop's update is pending.,The laptop's update is pending.,Laptop update is pending,0.0,75.20601876476243,0.9486687779426575
76,gemma,laptop update pending,update pending laptop,pending update of laptop,Laptop update is pending,0.0,60.335704430776396,0.9031711022059122
77,llama,Reduce the screen brightness.,Reduce the screen brightness.,Reduce the screen brightness.,screen,0.0,45.76568052333265,0.8468914031982422
77,gemma,dim the screen brightness,dim the brightness of the screen,reduce screen brightness,screen,0.0,48.7542165086951,0.8464602828025818
78,llama,The microphone's input is not being detected.,The microphone is not being detected.,The microphone is not picking up any input.,Mitch's input not being detected,0.0,47.261913724311185,0.9209912021954855
78,gemma,mic is not detecting input,Input is not detecting mic,not detecting mic input,Mitch's input not being detected,0.0,32.390407982855116,0.9180377125740051
79,llama,The speaker's volume is low.,The volume of the speaker is low.,The speaker's volume is low.,Speaker is speaker,0.0,36.72642575238581,0.8738274176915487
79,gemma,speaker volume low,Volume low is the speaker,low is the volume of speaker,Speaker is speaker,0.0,34.15038611875019,0.8663330872853597
80,llama,The battery's percentage is decreasing.,The battery's percentage is decreasing.,The battery's percentage is decreasing.,Battery percentage is decreasing,0.0,82.58700746025653,0.9423239827156067
80,gemma,battery percentage is low,The percentage is low for the battery.,how much is the battery percentage,Battery percentage is decreasing,0.0,54.579659748105705,0.9144075314203898
81,llama,What is the medicine's dosage schedule?,We need to take the medicine soon.,I need to take the medicine's dosage.,When to take medicine doses,0.0,48.64300414722972,0.898969809214274
81,gemma,When should the dose of medicine be taken?,When do you take the medicine?,when to take medicine dose,When to take medicine doses,0.0,62.332435233625446,0.9372620383898417
82,llama,The doctor's appointment has been confirmed.,The doctor's appointment has been confirmed.,The doctor's appointment has been confirmed.,doctor ka appointment confirm hua,0.0,58.0983712566033,0.8547248840332031
82,gemma,doctor confirm appointment,Appointment confirmed doctor,confirmed doctor appointment,doctor ka appointment confirm hua,0.0,65.08926158425382,0.8625136415163676
83,llama,Check the temperature to see if you have a fever.,Please take a temperature check for fever.,Check the temperature of the fever.,"You have a fever, check your temperature",0.0,49.518335595768,0.9065707325935364
84,llama,To measure the syrup with a spoon.,To measure the syrup with a spoon.,To measure the syrup with a spoon.,spoon masher syrup,0.0,36.82544447581784,0.8527768850326538
84,gemma,Measure the spoon of syrup.,Measure the spoon of syrup.,measuring spoon of syrup,spoon masher syrup,0.0,38.124339185595105,0.8636645277341207
85,llama,Please send me a copy of the prescription.,Please send me the prescription photo.,Please send the photo of the prescription.,send photo of prescription,0.0,59.59168411639767,0.9069223006566366
85,gemma,Send the photo of prescription,Send the photo with the prescription,send photo of prescription,send photo of prescription,0.34329452398451965,79.44952782978281,0.9617534677187601
86,llama,I am unable to understand the reason for the pain.,I don't understand the reason behind this pain.,I'm not understanding the reason behind this pain.,I don't understand the reason for the question.,0.31594474701817465,57.943297284080174,0.9320612947146097
86,gemma,I can't figure out the reason for the pain,Reason not understood pain,I don't understand the reason for pain,I don't understand the reason for the question.,0.315806089744174,47.0399287001854,0.9007199207941691
87,llama,My blood pressure reading is high now.,My blood pressure has gone too high.,My blood pressure has gone high.,blood pressure reading is high,0.2452393177708869,67.41990463191931,0.9336936871210734
87,gemma,BP reading is high,Reading BP high,high reading BP,blood pressure reading is high,0.0,33.80732934486577,0.8864720066388448
88,llama,The effect of the tablet is slow.,The effect of the tablet is slow.,The effect of the tablet is slow.,tablet ka effect slow hai,0.0,43.664765410317024,0.8338090777397156
88,gemma,The effect of the tablet is slow,The effect is slow with the tablet,slow down the effect of the tablet,tablet ka effect slow hai,0.0,43.27398799940561,0.8271120389302572
89,llama,The blood sugar test is done while fasting.,Fasting causes a rise in sugar levels.,Fasting makes a difference in the sugar test.,Sugar is tested while fasting,0.0,38.5304778776959,0.8889715472857157
89,gemma,The test for sugar is done fasting,It's fasting for the test of sugar.,What happens in fasting is a sugar test.,Sugar is tested while fasting,0.0,38.660326098287996,0.9048946897188822
90,llama,The doctor's clinic is open at what time.,"The clinic is open at what time, doctor?",What time does the doctor's clinic open?,What time is the doctor's clinic open?,0.2235739264815055,67.07473301682131,0.9421592354774475
90,gemma,When does the doctor's clinic open?,What time does the clinic open doctor?,what time does the doctor clinic open,What time is the doctor's clinic open?,0.26640594776519294,66.75155714243911,0.9603745937347412
91,llama,Show the bus stop route map.,Show the bus stop route map.,Show the bus stop route map.,show bus stop route map,0.41113361690051975,77.2197968878715,0.9685139060020447
91,gemma,Show the route map of bus stop.,show route map at bus stop,route map of bus stop,show bus stop route map,0.0,62.80592093115228,0.9411418835322062
92,llama,Please enter the OTP for the cab.,Please enter the OTP for the cab.,Please enter the cab's OTP.,enter cab number,0.0,24.900761009007795,0.8869337240854899
92,gemma,Enter the OTP for the cab.,Enter the OTP for cab,enter cab OTP,enter cab number,0.0,31.34985133428331,0.8899920384089152
93,llama,The traffic on the road is getting very heavy.,The traffic is moving very slowly on the road.,The traffic on the road is very heavy.,road ka traffic heavy lag raha,0.0,33.611616726919,0.8586762547492981
93,gemma,road traffic heavy,traffic heavy road ka,Looks like heavy road traffic.,road ka traffic heavy lag raha,0.0,50.27121069154062,0.878007690111796
94,llama,The traffic signal turned green.,The traffic signal has turned green.,The traffic light has turned green.,signal light turns green,0.0,36.8986417783195,0.944708506266276
94,gemma,the signal light turned green,light green signal changed,green light for the signal to go through,signal light turns green,0.0,53.794542899649755,0.9104786117871603
95,llama,The entrance of the metro will be on which side.,The entrance of the metro will be on which side.,Which side will the metro gate be.,Which side will the metro gate be on?,0.3106111276809136,62.32816761719607,0.9320981303850809
